secret_column,known_columns,num_known_columns,base_prec,base_recall,attack_prec,attack_recall,alc,base_count,attack_count,base_ci,base_ci_low,base_ci_high,base_n,attack_ci,attack_ci_low,attack_ci_high,attack_n
HOUSING_TYPE,"[""AGEP"", ""DEAR"", ""DREM"", ""MSP"", ""NOC"", ""PINCP"", ""WGTP""]",7,0.6666666666666666,1.0,1.0,1.0,0.6666516671166531,15,15,0.431101278217655,0.41713547738519774,0.8482367556028527,15,0.20388330103584884,0.7961166989641514,1.0000000000000002,15
RAC1P,"[""AGEP"", ""DEAR"", ""EDU"", ""INDP"", ""PINCP_DECILE"", ""POVPIP"", ""PWGTP""]",7,0.04081632653061224,0.9607843137254902,1.0,0.9607843137254902,0.9795865420065843,51,51,0.1258646896946149,0.011265633366185785,0.13713032306080067,49,0.07269781922049645,0.9273021807795035,1.0,49
RAC1P,"[""AGEP"", ""DEAR"", ""EDU"", ""INDP"", ""PINCP_DECILE"", ""POVPIP"", ""PWGTP""]",7,0.058823529411764705,1.0,1.0,1.0,0.9705829228505622,51,51,0.1390396210655396,0.020206639422464676,0.15924626048800428,51,0.07004661989853167,0.9299533801014686,1.0000000000000002,51
PUMA,"[""AGEP"", ""DEAR"", ""HOUSING_TYPE"", ""NOC"", ""PINCP_DECILE"", ""POVPIP"", ""PWGTP""]",7,0.4791666666666667,0.9411764705882353,1.0,0.9411764705882353,0.7604067188195853,51,51,0.27199451519705586,0.34471316176951616,0.616707676966572,48,0.07410012966611734,0.9258998703338824,0.9999999999999998,48
PUMA,"[""AGEP"", ""DEAR"", ""HOUSING_TYPE"", ""NOC"", ""PINCP_DECILE"", ""POVPIP"", ""PWGTP""]",7,0.46938775510204084,0.9607843137254902,1.0,0.9607843137254902,0.7652966005929096,51,51,0.26915632323162947,0.33703503693175146,0.6061913601633809,49,0.07269781922049645,0.9273021807795035,1.0,49
PUMA,"[""AGEP"", ""DEAR"", ""HOUSING_TYPE"", ""NOC"", ""PINCP_DECILE"", ""POVPIP"", ""PWGTP""]",7,0.45098039215686275,1.0,1.0,1.0,0.7745006969445885,51,51,0.2634777290025719,0.32267518549374014,0.586152914496312,51,0.07004661989853167,0.9299533801014686,1.0000000000000002,51
WGTP__discretized,"[""AGEP"", ""DEAR"", ""MSP"", ""NPF"", ""POVPIP"", ""PWGTP"", ""SEX""]",7,0.8163265306122449,0.9607843137254902,1.0,0.9607843137254902,0.5918092833755091,51,51,0.21381261540829555,0.6864239739710013,0.9002365893792968,49,0.07269781922049645,0.9273021807795035,1.0,49
WGTP__discretized,"[""AGEP"", ""DEAR"", ""MSP"", ""NPF"", ""POVPIP"", ""PWGTP"", ""SEX""]",7,0.8,0.9803921568627451,1.0,0.9803921568627451,0.599974975410851,51,51,0.21793355916449308,0.6696289406777459,0.887562499842239,50,0.07134759913335886,0.9286524008666414,1.0000000000000002,50
WGTP__discretized,"[""AGEP"", ""DEAR"", ""MSP"", ""NPF"", ""POVPIP"", ""PWGTP"", ""SEX""]",7,0.7843137254901961,1.0,1.0,1.0,0.6078199565114635,51,51,0.22132421177764672,0.6537364041400255,0.8750606159176723,51,0.07004661989853167,0.9299533801014686,1.0000000000000002,51
PINCP_DECILE,"[""AGEP"", ""DEAR"", ""NPF"", ""PUMA"", ""PWGTP"", ""RAC1P"", ""WGTP""]",7,0.47058823529411764,1.0,1.0,1.0,0.7646964380868884,51,51,0.26423705580403944,0.3405299020949959,0.6047669578990353,51,0.07004661989853167,0.9299533801014686,1.0000000000000002,51
DEAR,"[""AGEP"", ""DENSITY"", ""DEYE"", ""DPHY"", ""DREM"", ""DVET"", ""EDU"", ""HISP"", ""HOUSING_TYPE"", ""INDP"", ""INDP_CAT"", ""MSP"", ""NOC"", ""NPF"", ""OWN_RENT"", ""PINCP"", ""PINCP_DECILE"", ""POVPIP"", ""PUMA"", ""PWGTP"", ""RAC1P"", ""SEX"", ""WGTP""]",23,0.9607843137254902,1.0,1.0,1.0,0.5194803756414654,51,51,0.12134197320075546,0.8678369434463774,0.9891789166471329,51,0.07004661989853167,0.9299533801014686,1.0000000000000002,51
PWGTP__discretized,"[""AGEP"", ""DENSITY"", ""DEYE"", ""DVET"", ""MSP"", ""PINCP_DECILE"", ""WGTP""]",7,0.8222222222222222,0.8823529411764706,1.0,0.8823529411764706,0.588853484986898,51,51,0.2203543511235564,0.6867017537354022,0.9070561048589586,45,0.0786515987328883,0.9213484012671117,1.0,45
PWGTP__discretized,"[""AGEP"", ""DENSITY"", ""DEYE"", ""DVET"", ""MSP"", ""PINCP_DECILE"", ""WGTP""]",7,0.8163265306122449,0.9607843137254902,1.0,0.9607843137254902,0.5918092833755091,51,51,0.21381261540829555,0.6864239739710013,0.9002365893792968,49,0.07269781922049645,0.9273021807795035,1.0,49
PWGTP__discretized,"[""AGEP"", ""DENSITY"", ""DEYE"", ""DVET"", ""MSP"", ""PINCP_DECILE"", ""WGTP""]",7,0.82,0.9803921568627451,0.98,0.9803921568627451,0.5244197291247822,51,51,0.21025861004066604,0.6920394632569922,0.9022980732976582,50,0.10141517662473187,0.895045564103622,0.9964607407283539,50
PWGTP__discretized,"[""AGEP"", ""DENSITY"", ""DEYE"", ""DVET"", ""MSP"", ""PINCP_DECILE"", ""WGTP""]",7,0.803921568627451,1.0,0.9607843137254902,1.0,0.47841097358936646,51,51,0.21442736968898923,0.6754192051863439,0.8898465748753331,51,0.12134197320075546,0.8678369434463774,0.9891789166471329,51
INDP,"[""AGEP"", ""DENSITY"", ""DEYE"", ""EDU"", ""NPF"", ""PUMA"", ""PWGTP""]",7,0.49019607843137253,1.0,1.0,1.0,0.7548921532843839,51,51,0.26461590211059555,0.3585748589437075,0.623190761054303,51,0.07004661989853167,0.9299533801014686,1.0000000000000002,51
NPF,"[""AGEP"", ""DENSITY"", ""DPHY"", ""DVET"", ""INDP"", ""OWN_RENT"", ""PWGTP""]",7,0.23404255319148937,0.9215686274509803,1.0,0.9215686274509803,0.8829714733712437,51,51,0.23620982963928408,0.13603274586227185,0.37224257550155593,47,0.07555760416399637,0.9244423958360036,1.0,47
NPF,"[""AGEP"", ""DENSITY"", ""DPHY"", ""DVET"", ""INDP"", ""OWN_RENT"", ""PWGTP""]",7,0.23529411764705882,1.0,0.9803921568627451,1.0,0.8597221360619614,51,51,0.22757276325702447,0.14004948834462844,0.3676222516016529,51,0.09957599462038891,0.8969543127385502,0.9965303073589391,51
INDP,"[""AGEP"", ""DENSITY"", ""DREM"", ""DVET"", ""PINCP"", ""PINCP_DECILE"", ""WGTP""]",7,0.49019607843137253,1.0,1.0,1.0,0.7548921532843839,51,51,0.26461590211059555,0.3585748589437075,0.623190761054303,51,0.07004661989853167,0.9299533801014686,1.0000000000000002,51
OWN_RENT,"[""AGEP"", ""DENSITY"", ""DREM"", ""HOUSING_TYPE"", ""MSP"", ""PWGTP"", ""SEX""]",7,0.3877551020408163,0.9607843137254902,1.0,0.9607843137254902,0.8061141904399837,51,51,0.26324988844743885,0.26429011711735667,0.5275400055647955,49,0.07269781922049645,0.9273021807795035,1.0,49
OWN_RENT,"[""AGEP"", ""DENSITY"", ""DREM"", ""HOUSING_TYPE"", ""MSP"", ""PWGTP"", ""SEX""]",7,0.4,0.9803921568627451,1.0,0.9803921568627451,0.7999916555415798,51,51,0.2621017252215409,0.2760838973025655,0.5381856225241064,50,0.07134759913335886,0.9286524008666414,1.0000000000000002,50
OWN_RENT,"[""AGEP"", ""DENSITY"", ""DREM"", ""HOUSING_TYPE"", ""MSP"", ""PWGTP"", ""SEX""]",7,0.39215686274509803,1.0,0.9803921568627451,1.0,0.7779806544738626,51,51,0.2588750003429186,0.270273409817598,0.5291484101605166,51,0.09957599462038891,0.8969543127385502,0.9965303073589391,51
PINCP_DECILE,"[""AGEP"", ""DENSITY"", ""DREM"", ""INDP_CAT"", ""PWGTP"", ""RAC1P"", ""SEX""]",7,0.5098039215686274,1.0,1.0,1.0,0.745087839423762,51,51,0.26461590211059555,0.376809238945697,0.6414251410562926,51,0.07004661989853167,0.9299533801014686,1.0000000000000002,51
DPHY,"[""AGEP"", ""DENSITY"", ""EDU"", ""HISP"", ""HOUSING_TYPE"", ""PWGTP"", ""RAC1P""]",7,0.6326530612244898,0.9607843137254902,1.0,0.9607843137254902,0.683659732063528,51,51,0.26067759470524426,0.49267067560792427,0.7533482703131685,49,0.07269781922049645,0.9273021807795035,1.0,49
DPHY,"[""AGEP"", ""DENSITY"", ""EDU"", ""HISP"", ""HOUSING_TYPE"", ""PWGTP"", ""RAC1P""]",7,0.6470588235294118,1.0,1.0,1.0,0.6764564219700049,51,51,0.25379453093973925,0.5098605845450522,0.7636551154847915,51,0.07004661989853167,0.9299533801014686,1.0000000000000002,51
INDP_CAT,"[""AGEP"", ""DENSITY"", ""EDU"", ""HISP"", ""HOUSING_TYPE"", ""PWGTP"", ""RAC1P""]",7,0.3333333333333333,0.9411764705882353,1.0,0.9411764705882353,0.8333255245044124,51,51,0.25783109599233445,0.21676780694818568,0.4745989029405201,48,0.07410012966611734,0.9258998703338824,0.9999999999999998,48
INDP_CAT,"[""AGEP"", ""DENSITY"", ""EDU"", ""HISP"", ""HOUSING_TYPE"", ""PWGTP"", ""RAC1P""]",7,0.32,0.9803921568627451,1.0,0.9803921568627451,0.8399926364797787,51,51,0.25052081047487224,0.20758216260656848,0.4581029730814407,50,0.07134759913335886,0.9286524008666414,1.0000000000000002,50
INDP_CAT,"[""AGEP"", ""DENSITY"", ""EDU"", ""HISP"", ""HOUSING_TYPE"", ""PWGTP"", ""RAC1P""]",7,0.3137254901960784,1.0,1.0,1.0,0.8431299692938368,51,51,0.24699321065168894,0.2032767846552545,0.45026999530694345,51,0.07004661989853167,0.9299533801014686,1.0000000000000002,51
PINCP_DECILE,"[""AGEP"", ""DENSITY"", ""HISP"", ""INDP_CAT"", ""MSP"", ""PUMA"", ""PWGTP""]",7,0.46,0.9803921568627451,1.0,0.9803921568627451,0.7699907290261816,51,51,0.2663147640861818,0.3296965219222435,0.5960112860084253,50,0.07134759913335886,0.9286524008666414,1.0000000000000002,50
PINCP_DECILE,"[""AGEP"", ""DENSITY"", ""HISP"", ""INDP_CAT"", ""MSP"", ""PUMA"", ""PWGTP""]",7,0.47058823529411764,1.0,1.0,1.0,0.7646964380868884,51,51,0.26423705580403944,0.3405299020949959,0.6047669578990353,51,0.07004661989853167,0.9299533801014686,1.0000000000000002,51
PINCP,"[""AGEP"", ""DEYE"", ""DPHY"", ""HISP"", ""INDP_CAT"", ""PUMA"", ""WGTP""]",7,0.4897959183673469,0.9607843137254902,1.0,0.9607843137254902,0.7550921397993331,51,51,0.26957325949226163,0.3557511031030578,0.6253243625953194,49,0.07269781922049645,0.9273021807795035,1.0,49
PINCP,"[""AGEP"", ""DEYE"", ""DPHY"", ""HISP"", ""INDP_CAT"", ""PUMA"", ""WGTP""]",7,0.47058823529411764,1.0,0.9803921568627451,1.0,0.7363743477873739,51,51,0.26423705580403944,0.3405299020949959,0.6047669578990353,51,0.09957599462038891,0.8969543127385502,0.9965303073589391,51
NOC,"[""AGEP"", ""DEYE"", ""DPHY"", ""HISP"", ""NPF"", ""PINCP"", ""WGTP""]",7,0.8,0.9803921568627451,1.0,0.9803921568627451,0.599974975410851,51,51,0.21793355916449308,0.6696289406777459,0.887562499842239,50,0.07134759913335886,0.9286524008666414,1.0000000000000002,50
NOC,"[""AGEP"", ""DEYE"", ""DPHY"", ""HISP"", ""NPF"", ""PINCP"", ""WGTP""]",7,0.803921568627451,1.0,1.0,1.0,0.598013716986708,51,51,0.21442736968898923,0.6754192051863439,0.8898465748753331,51,0.07004661989853167,0.9299533801014686,1.0000000000000002,51
PWGTP__discretized,"[""AGEP"", ""DEYE"", ""DREM"", ""EDU"", ""HISP"", ""PINCP_DECILE"", ""WGTP""]",7,0.7755102040816326,0.9607843137254902,1.0,0.9607843137254902,0.6122224345248657,51,51,0.22853817086300798,0.6412121276404,0.869750298503408,49,0.07269781922049645,0.9273021807795035,1.0,49
PWGTP__discretized,"[""AGEP"", ""DEYE"", ""DREM"", ""EDU"", ""HISP"", ""PINCP_DECILE"", ""WGTP""]",7,0.76,0.9803921568627451,1.0,0.9803921568627451,0.6199791456373398,51,51,0.231152923609512,0.6258731624205708,0.8570260860300828,50,0.07134759913335886,0.9286524008666414,1.0000000000000002,50
PWGTP__discretized,"[""AGEP"", ""DEYE"", ""DREM"", ""EDU"", ""HISP"", ""PINCP_DECILE"", ""WGTP""]",7,0.7450980392156863,1.0,1.0,1.0,0.6274313657770378,51,51,0.23322513681861456,0.6113171816155625,0.844542318434177,51,0.07004661989853167,0.9299533801014686,1.0000000000000002,51
HISP,"[""AGEP"", ""DEYE"", ""DREM"", ""EDU"", ""HOUSING_TYPE"", ""NPF"", ""WGTP""]",7,0.2549019607843137,1.0,1.0,1.0,0.8725423091715885,51,51,0.23322513681861456,0.15545768156582296,0.3886828183844375,51,0.07004661989853167,0.9299533801014686,1.0000000000000002,51
HISP,"[""AGEP"", ""DEYE"", ""DREM"", ""INDP"", ""NPF"", ""PINCP_DECILE"", ""PWGTP""]",7,0.08163265306122448,0.9607843137254902,1.0,0.9607843137254902,0.9591781468416467,51,51,0.15968845829794917,0.03220281766776368,0.19189127596571284,49,0.07269781922049645,0.9273021807795035,1.0,49
HISP,"[""AGEP"", ""DEYE"", ""DREM"", ""INDP"", ""NPF"", ""PINCP_DECILE"", ""PWGTP""]",7,0.08,0.9803921568627451,0.98,0.9803921568627451,0.9391251084485741,51,51,0.1568329550948354,0.031549514088592974,0.18838246918342838,50,0.10141517662473187,0.895045564103622,0.9964607407283539,50
HISP,"[""AGEP"", ""DEYE"", ""DREM"", ""INDP"", ""NPF"", ""PINCP_DECILE"", ""PWGTP""]",7,0.0784313725490196,1.0,0.9607843137254902,1.0,0.919894680241705,51,51,0.1540772663374697,0.03092219678848919,0.18499946312595889,51,0.12134197320075546,0.8678369434463774,0.9891789166471329,51
DEAR,"[""AGEP"", ""DEYE"", ""DVET"", ""INDP"", ""INDP_CAT"", ""PWGTP"", ""WGTP""]",7,0.13157894736842105,0.95,1.0,0.95,0.934204594361074,40,40,0.21572991752171178,0.05753867690120134,0.2732685944229131,38,0.0918098682255839,0.9081901317744159,0.9999999999999998,38
DEAR,"[""AGEP"", ""DEYE"", ""DVET"", ""INDP"", ""INDP_CAT"", ""PWGTP"", ""WGTP""]",7,0.15384615384615385,0.975,1.0,0.975,0.9230709929948095,40,40,0.22481991271944596,0.07247472376982099,0.29729463648926696,39,0.08966685370757133,0.9103331462924287,1.0,39
DEAR,"[""AGEP"", ""DEYE"", ""DVET"", ""INDP"", ""INDP_CAT"", ""PWGTP"", ""WGTP""]",7,0.15,1.0,1.0,1.0,0.9249941177162622,40,40,0.22011136649169344,0.07061187717320361,0.29072324366489705,40,0.08762160119728679,0.9123783988027134,1.0000000000000002,40
NOC,"[""AGEP"", ""DEYE"", ""DVET"", ""INDP"", ""INDP_CAT"", ""PWGTP"", ""WGTP""]",7,0.6274509803921569,1.0,1.0,1.0,0.6862610891115295,51,51,0.256542670648847,0.49025213468850876,0.7467948053373558,51,0.07004661989853167,0.9299533801014686,1.0000000000000002,51
RAC1P,"[""AGEP"", ""DEYE"", ""DVET"", ""INDP"", ""PINCP_DECILE"", ""PWGTP"", ""SEX""]",7,0.0,0.8431372549019608,1.0,0.8431372549019608,0.9999886423104946,51,51,0.08200980322579117,0.0,0.08200980322579117,43,0.08200980322579121,0.9179901967742088,1.0,43
RAC1P,"[""AGEP"", ""DEYE"", ""DVET"", ""INDP"", ""PINCP_DECILE"", ""PWGTP"", ""SEX""]",7,0.0,0.9019607843137255,1.0,0.9019607843137255,0.9999935939673472,51,51,0.07707356308558039,0.0,0.07707356308558039,46,0.07707356308558055,0.9229264369144197,1.0000000000000002,46
RAC1P,"[""AGEP"", ""DEYE"", ""DVET"", ""INDP"", ""PINCP_DECILE"", ""PWGTP"", ""SEX""]",7,0.0,1.0,0.9019607843137255,1.0,0.9019562745549015,51,51,0.07004661989853143,0.0,0.07004661989853143,51,0.16717427370318994,0.7902176531891915,0.9573919268923814,51
HISP,"[""AGEP"", ""DEYE"", ""DVET"", ""INDP_CAT"", ""PINCP"", ""PUMA"", ""WGTP""]",7,0.14285714285714285,0.9607843137254902,1.0,0.9607843137254902,0.928565512385446,51,51,0.19571282503507648,0.0709642372040676,0.26667706223914406,49,0.07269781922049645,0.9273021807795035,1.0,49
HISP,"[""AGEP"", ""DEYE"", ""DVET"", ""INDP_CAT"", ""PINCP"", ""PUMA"", ""WGTP""]",7,0.14,0.9803921568627451,1.0,0.9803921568627451,0.929994176061963,51,51,0.19235360283569247,0.06950833427016294,0.2618619371058554,50,0.07134759913335886,0.9286524008666414,1.0000000000000002,50
HISP,"[""AGEP"", ""DEYE"", ""DVET"", ""INDP_CAT"", ""PINCP"", ""PUMA"", ""WGTP""]",7,0.13725490196078433,1.0,1.0,1.0,0.9313667536322362,51,51,0.189105905225248,0.06811101735056878,0.2572169225758168,51,0.07004661989853167,0.9299533801014686,1.0000000000000002,51
MSP,"[""AGEP"", ""DEYE"", ""DVET"", ""INDP_CAT"", ""PINCP"", ""PUMA"", ""WGTP""]",7,0.7916666666666666,0.9411764705882353,1.0,0.9411764705882353,0.6041419537382787,51,51,0.2252862831471234,0.6574109872738206,0.882697270420944,48,0.07410012966611734,0.9258998703338824,0.9999999999999998,48
MSP,"[""AGEP"", ""DEYE"", ""DVET"", ""INDP_CAT"", ""PINCP"", ""PUMA"", ""WGTP""]",7,0.803921568627451,1.0,1.0,1.0,0.598013716986708,51,51,0.21442736968898923,0.6754192051863439,0.8898465748753331,51,0.07004661989853167,0.9299533801014686,1.0000000000000002,51
NPF,"[""AGEP"", ""DEYE"", ""EDU"", ""HISP"", ""INDP_CAT"", ""PINCP"", ""PWGTP""]",7,0.2765957446808511,0.9215686274509803,1.0,0.9215686274509803,0.8616944817100218,51,51,0.2482200025519625,0.16936563369682642,0.4175856362487889,47,0.07555760416399637,0.9244423958360036,1.0,47
NPF,"[""AGEP"", ""DEYE"", ""EDU"", ""HISP"", ""INDP_CAT"", ""PINCP"", ""PWGTP""]",7,0.2549019607843137,1.0,0.9607843137254902,1.0,0.8266190297415048,51,51,0.23322513681861456,0.15545768156582296,0.3886828183844375,51,0.12134197320075546,0.8678369434463774,0.9891789166471329,51
INDP,"[""AGEP"", ""DEYE"", ""EDU"", ""HOUSING_TYPE"", ""PUMA"", ""PWGTP"", ""WGTP""]",7,0.3333333333333333,1.0,1.0,1.0,0.8333258334458316,51,51,0.2506169028944068,0.21969931853588515,0.47031622143029195,51,0.07004661989853167,0.9299533801014686,1.0000000000000002,51
INDP_CAT,"[""AGEP"", ""DEYE"", ""EDU"", ""INDP"", ""MSP"", ""NOC"", ""PWGTP""]",7,0.94,0.9803921568627451,1.0,0.9803921568627451,0.5299165974571033,51,51,0.14155594653940795,0.8378290831116182,0.9793850296510261,50,0.07134759913335886,0.9286524008666414,1.0000000000000002,50
INDP_CAT,"[""AGEP"", ""DEYE"", ""EDU"", ""INDP"", ""MSP"", ""NOC"", ""PWGTP""]",7,0.9411764705882353,1.0,1.0,1.0,0.5293267791534257,51,51,0.13903962106553946,0.8407537395119957,0.9797933605775352,51,0.07004661989853167,0.9299533801014686,1.0000000000000002,51
PINCP_DECILE,"[""AGEP"", ""DEYE"", ""EDU"", ""INDP"", ""MSP"", ""NPF"", ""WGTP""]",7,0.38,0.9803921568627451,1.0,0.9803921568627451,0.8099919245177404,51,51,0.2598676375881342,0.25862789310193596,0.5184955306900701,50,0.07134759913335886,0.9286524008666414,1.0000000000000002,50
PINCP_DECILE,"[""AGEP"", ""DEYE"", ""EDU"", ""INDP"", ""MSP"", ""NPF"", ""WGTP""]",7,0.37254901960784315,1.0,1.0,1.0,0.8137175215730783,51,51,0.25654267064884695,0.25320519466264424,0.5097478653114912,51,0.07004661989853167,0.9299533801014686,1.0000000000000002,51
PINCP_DECILE,"[""AGEP"", ""DEYE"", ""HISP"", ""NPF"", ""PINCP"", ""POVPIP"", ""WGTP""]",7,0.9,0.9803921568627451,1.0,0.9803921568627451,0.5499499548171436,51,51,0.17012654944290617,0.7863976856252035,0.9565242350681097,50,0.07134759913335886,0.9286524008666414,1.0000000000000002,50
PINCP_DECILE,"[""AGEP"", ""DEYE"", ""HISP"", ""NPF"", ""PINCP"", ""POVPIP"", ""WGTP""]",7,0.9019607843137255,1.0,1.0,1.0,0.5489686130446063,51,51,0.16717427370318994,0.7902176531891915,0.9573919268923814,51,0.07004661989853167,0.9299533801014686,1.0000000000000002,51
NPF,"[""AGEP"", ""DEYE"", ""HOUSING_TYPE"", ""PINCP"", ""POVPIP"", ""PUMA"", ""SEX""]",7,0.3125,0.9411764705882353,1.0,0.9411764705882353,0.8437424219475168,51,51,0.25387387969303776,0.19945683446587817,0.4533307141589159,48,0.07410012966611734,0.9258998703338824,0.9999999999999998,48
NPF,"[""AGEP"", ""DEYE"", ""HOUSING_TYPE"", ""PINCP"", ""POVPIP"", ""PUMA"", ""SEX""]",7,0.32,0.9803921568627451,0.98,0.9803921568627451,0.8152869707009617,51,51,0.25052081047487224,0.20758216260656848,0.4581029730814407,50,0.10141517662473187,0.895045564103622,0.9964607407283539,50
NPF,"[""AGEP"", ""DEYE"", ""HOUSING_TYPE"", ""PINCP"", ""POVPIP"", ""PUMA"", ""SEX""]",7,0.3333333333333333,1.0,0.9803921568627451,1.0,0.8088162501091893,51,51,0.2506169028944068,0.21969931853588515,0.47031622143029195,51,0.09957599462038891,0.8969543127385502,0.9965303073589391,51
DENSITY,"[""AGEP"", ""DPHY"", ""DVET"", ""MSP"", ""OWN_RENT"", ""PINCP_DECILE"", ""PWGTP""]",7,0.32558139534883723,0.8431372549019608,1.0,0.8431372549019608,0.8371950313297957,51,51,0.26990491905901814,0.20493297126568708,0.47483789032470525,43,0.08200980322579121,0.9179901967742088,1.0,43
DENSITY,"[""AGEP"", ""DPHY"", ""DVET"", ""MSP"", ""OWN_RENT"", ""PINCP_DECILE"", ""PWGTP""]",7,0.3111111111111111,0.8823529411764706,1.0,0.8823529411764706,0.8444345006337595,51,51,0.26136106313713414,0.19528699263653412,0.45664805577366824,45,0.0786515987328883,0.9213484012671117,1.0,45
DENSITY,"[""AGEP"", ""DPHY"", ""DVET"", ""MSP"", ""OWN_RENT"", ""PINCP_DECILE"", ""PWGTP""]",7,0.30612244897959184,0.9607843137254902,0.9591836734693877,0.9607843137254902,0.7971119832973753,51,51,0.2501240229090408,0.19515491268006566,0.4452789355891064,49,0.12586468969461495,0.8628696769391991,0.9887343666338141,49
DENSITY,"[""AGEP"", ""DPHY"", ""DVET"", ""MSP"", ""OWN_RENT"", ""PINCP_DECILE"", ""PWGTP""]",7,0.3,0.9803921568627451,0.94,0.9803921568627451,0.777136316952799,51,51,0.2464679696357246,0.1910355350088095,0.4375035046445341,50,0.14155594653940795,0.8378290831116182,0.9793850296510261,50
DENSITY,"[""AGEP"", ""DPHY"", ""DVET"", ""MSP"", ""OWN_RENT"", ""PINCP_DECILE"", ""PWGTP""]",7,0.29411764705882354,1.0,0.9411764705882353,1.0,0.7818562521344672,51,51,0.24290349155550944,0.18708726420135469,0.42999075575686413,51,0.13903962106553946,0.8407537395119957,0.9797933605775352,51
